./Data/images/Arrow/Object_003020_1_R=105_RL=96_G=95_A=15016.jpg,Arrow
./Data/images/Arrow/Object_005480_1_R=107_RL=87_G=62_A=8473.jpg,Arrow
./Data/images/Arrow/Object_002068_1_R=102_RL=47_G=39_A=5218.jpg,Arrow
./Data/images/Arrow/Object_006575_1_R=102_RL=116_G=95_A=10313.jpg,Arrow
./Data/images/Arrow/Object_005779_1_R=101_RL=57_G=50_A=10178.jpg,Arrow
./Data/images/Arrow/Object_003439_1_R=106_RL=62_G=46_A=10430.jpg,Arrow
./Data/images/Arrow/Object_009070_1_R=106_RL=94_G=74_A=8561.jpg,Arrow
./Data/images/Arrow/Object_006123_1_R=104_RL=93_G=75_A=12081.jpg,Arrow
./Data/images/Arrow/Object_007897_1_R=101_RL=55_G=51_A=7402.jpg,Arrow
./Data/images/Arrow/Object_008763_1_R=104_RL=80_G=65_A=11164.jpg,Arrow
./Data/images/Arrow/Object_003081_1_R=107_RL=90_G=69_A=32221.jpg,Arrow
./Data/images/Arrow/Object_011026_1_R=105_RL=82_G=63_A=10784.jpg,Arrow
./Data/images/Arrow/Object_007919_2_R=100_RL=57_G=50_A=9192.jpg,Arrow
./Data/images/Arrow/Object_006596_2_R= 90_RL=131_G=84_A=1383.jpg,Arrow
./Data/images/Arrow/Object_010566_1_R=114_RL=97_G=63_A=14866.jpg,Arrow
./Data/images/Arrow/Object_008470_1_R=101_RL=79_G=68_A=9227.jpg,Arrow
./Data/images/Arrow/Object_004443_1_R=103_RL=103_G=84_A=11673.jpg,Arrow
./Data/images/Arrow/Object_010305_1_R=104_RL=63_G=52_A=11219.jpg,Arrow
./Data/images/Arrow/Object_009305_1_R=105_RL=84_G=67_A=10334.jpg,Arrow
./Data/images/Arrow/Object_007563_1_R=102_RL=71_G=62_A=10328.jpg,Arrow
./Data/images/Arrow/Object_004934_2_R=104_RL=84_G=73_A=12408.jpg,Arrow
./Data/images/Arrow/Object_011883_1_R=105_RL=100_G=76_A=13406.jpg,Arrow
./Data/images/Arrow/Object_005575_1_R=105_RL=103_G=83_A=8799.jpg,Arrow
./Data/images/Arrow/Object_010563_1_R=103_RL=87_G=72_A=28938.jpg,Arrow
./Data/images/Arrow/Object_011644_1_R=101_RL=100_G=85_A=10670.jpg,Arrow
./Data/images/Arrow/Object_003123_1_R=101_RL=48_G=42_A=9632.jpg,Arrow
./Data/images/Arrow/Object_003843_1_R=113_RL=100_G=63_A=8047.jpg,Arrow
./Data/images/Arrow/Object_001203_1_R=104_RL=83_G=68_A=12951.jpg,Arrow
./Data/images/Arrow/Object_009787_1_R=102_RL=56_G=55_A=10299.jpg,Arrow
./Data/images/Arrow/Object_002185_1_R=105_RL=77_G=63_A=18088.jpg,Arrow
./Data/images/Arrow/Object_009839_1_R=109_RL=61_G=52_A=7116.jpg,Arrow
./Data/images/Arrow/Object_005413_1_R=101_RL=64_G=63_A=15035.jpg,Arrow
./Data/images/Arrow/Object_005294_1_R=104_RL=82_G=66_A=12271.jpg,Arrow
./Data/images/Arrow/Object_004119_1_R=102_RL=100_G=95_A=12969.jpg,Arrow
./Data/images/Arrow/Object_008763_1_R=100_RL=80_G=69_A=14600.jpg,Arrow
./Data/images/Arrow/Object_011925_1_R=108_RL=73_G=55_A=13736.jpg,Arrow
./Data/images/Arrow/Object_001693_2_R=107_RL=103_G=87_A=17798.jpg,Arrow
./Data/images/Arrow/Object_010629_1_R=101_RL=41_G=42_A=14238.jpg,Arrow
./Data/images/Arrow/Object_004203_1_R=105_RL=75_G=58_A=9947.jpg,Arrow
./Data/images/Arrow/Object_006041_1_R=101_RL=71_G=65_A=9308.jpg,Arrow
./Data/images/Arrow/Object_004902_1_R=112_RL=163_G=105_A=10305.jpg,Arrow
./Data/images/Arrow/Object_008472_1_R=103_RL=70_G=60_A=10542.jpg,Arrow
./Data/images/Arrow/Object_007899_1_R=103_RL=112_G=113_A=13927.jpg,Arrow
./Data/images/Arrow/Object_009385_1_R=103_RL=79_G=65_A=12276.jpg,Arrow
./Data/images/Arrow/Object_004068_1_R=101_RL=54_G=48_A=9096.jpg,Arrow
./Data/images/Arrow/Object_011403_1_R=100_RL=68_G=54_A=17519.jpg,Arrow
